rid,race,latino,age,vote04,tvnews,newspaper,internet,approval,bush.th,obama.th,mccain.th,partyid,income
2100,1,1,38,0,,,0,0,70,85,100,3,
2101,4,1,50,1,5,2,,0,50,85,60,1,18
2102,1,1,33,0,,,3,1,70,60,40,1,11
2103,2,2,57,1,2,2,,0,30,70,50,1,
2104,1,1,27,0,,,0,0,15,70,50,3,
2105,2,2,66,,1,0,,1,85,85,50,1,
2106,1,1,61,0,,,0,0,40,60,50,1,12
2107,5,1,78,1,2,2,,0,30,85,15,1,
2108,1,1,35,0,,,7,1,70,85,60,1,13
2109,1,1,51,0,,,0,0,40,70,50,3,8
2110,2,2,78,1,5,0,,0,30,60,30,1,9
2111,1,1,42,1,5,0,,0,40,60,60,1,
2112,2,2,37,1,,,1,0,50,50,50,3,9
2113,1,1,62,0,,,2,0,0,100,30,1,13
2114,1,1,51,1,,,0,1,40,100,60,2,
2115,1,1,36,0,4,4,,0,60,70,60,1,11
2116,1,1,69,0,,,0,1,85,60,70,3,7
2117,1,1,34,0,,,0,0,15,85,50,3,10
2118,2,2,66,1,4,5,,0,70,85,70,1,12
2119,1,1,46,,,,0,0,40,70,15,1,7
2120,1,1,30,0,0,0,,0,60,70,60,3,13
2121,1,1,52,0,,,0,0,0,50,50,3,
2122,1,1,33,1,3,0,,0,60,70,60,1,16
2123,1,1,37,0,,,0,0,60,85,50,3,19
2124,1,1,58,1,2,1,,0,40,60,40,1,
2125,1,1,36,1,4,2,,1,100,100,70,3,
2126,1,2,52,0,2,0,,1,60,70,40,1,14
2127,1,1,30,0,7,0,,0,15,85,15,1,10
2128,1,1,51,,,,0,0,85,70,60,1,16
2129,1,1,25,0,,,0,0,15,85,30,1,
2130,1,1,27,0,2,2,,0,50,60,40,3,20
2131,4,1,49,0,,,5,0,40,50,60,2,2
2132,4,1,82,1,2,7,,0,30,85,40,1,12
2133,1,1,46,0,3,5,,0,30,100,70,3,6
2134,1,1,51,1,5,0,,0,0,70,30,1,16
2135,4,1,52,0,,,0,0,50,100,70,3,13
2136,1,1,53,1,7,0,,1,100,0,0,,25
2137,1,1,74,1,,,0,0,40,100,15,1,
2138,1,1,44,0,,,0,1,85,70,70,5,10
2139,4,1,21,0,0,0,,0,0,60,15,3,12
2140,1,1,35,1,7,1,,1,70,15,30,2,5
2141,1,1,43,1,,,0,0,40,50,40,1,2
2142,1,1,61,1,,,0,,60,50,60,1,
2143,4,1,18,0,,,1,0,30,70,60,1,
2144,1,1,62,1,0,0,,0,35,55,45,1,
2145,1,1,24,0,,,7,0,0,60,60,1,17
2146,1,1,41,0,1,7,,0,15,100,0,3,6
2147,1,1,72,1,7,2,,0,30,50,100,2,22
2148,1,1,17,0,2,2,,0,50,60,60,,
2149,1,1,18,0,,,0,0,30,85,60,1,
2150,1,1,35,0,,,0,1,100,70,70,2,
2151,1,1,65,1,,,0,0,40,60,40,1,17
2152,1,1,22,0,,,0,0,40,50,50,,17
2153,1,1,36,1,0,0,,0,70,85,70,1,21
2154,4,1,59,1,,,0,0,80,70,90,3,10
2155,4,1,18,0,,,0,0,30,60,50,5,
2156,1,1,68,1,4,1,,1,70,85,60,1,6
2157,1,1,42,0,0,0,,0,50,85,70,3,17
2158,1,1,40,1,,,0,0,0,100,50,1,19
2159,1,1,18,0,,,0,0,30,40,50,3,
2160,1,1,39,1,,,0,1,70,,,5,7
2161,1,1,55,1,,,0,0,15,85,40,1,4
2162,1,1,82,1,7,2,,1,100,100,,1,
2163,1,1,36,0,,,0,0,0,0,100,5,
2164,1,1,69,1,7,0,,0,,40,70,5,1
2165,1,1,67,1,,,0,1,60,85,85,5,4
2166,4,1,26,0,2,0,,0,30,85,40,1,14
2167,1,1,22,0,7,0,,0,50,50,85,5,12
2168,1,1,37,0,,,1,0,0,70,50,5,12
2169,4,1,33,1,,,3,0,30,60,50,3,
2170,1,2,66,1,7,7,,0,15,50,50,1,19
2171,2,2,25,0,,,0,,50,50,50,3,
2172,4,1,20,0,,,0,1,50,0,100,3,17
2173,1,2,29,0,,,0,0,15,70,40,1,
2174,1,2,26,1,0,0,,0,0,85,15,3,13
2175,1,2,45,1,3,0,,0,0,85,30,1,20
2176,1,2,61,0,,,0,0,30,60,50,3,12
2177,4,1,27,0,,,0,0,0,85,0,3,18
2178,1,2,33,0,0,0,,0,0,85,40,1,
2179,1,2,37,1,5,0,,1,85,30,60,2,22
2180,1,2,37,1,,,7,0,0,85,30,1,15
2181,1,1,52,1,,,1,0,0,70,30,1,15
2182,1,2,59,1,,,0,0,70,60,85,2,22
2183,1,2,47,1,,,0,0,15,70,15,1,19
2184,1,2,70,1,5,0,,1,60,50,60,2,13
2185,2,2,35,1,3,1,,0,50,70,70,3,
2186,1,1,25,0,,,4,0,50,100,60,1,18
2187,2,2,41,0,,,0,0,0,70,85,3,
2188,2,2,46,1,3,0,,0,40,85,60,1,13
2189,2,2,47,1,,,3,0,40,60,50,3,
2190,4,1,23,0,0,2,,1,15,0,50,3,15
2191,2,2,52,1,,,0,0,70,100,85,3,11
2192,2,2,60,0,,,0,0,50,85,,1,4
2193,2,2,56,0,5,0,,1,100,85,70,3,
2194,1,2,60,0,,,0,0,0,70,50,3,
2195,2,2,32,0,,,5,0,85,100,50,3,
2196,1,2,77,1,3,0,,0,70,50,60,3,
2197,2,2,52,1,,,0,0,15,100,40,1,19
2198,1,2,46,1,0,7,,0,15,100,30,1,
2199,1,2,22,1,,,7,1,85,60,70,2,
2200,1,1,21,0,2,3,,0,15,85,30,1,
2201,1,2,26,1,,,1,0,0,100,0,1,
2202,1,2,48,1,,,6,0,15,85,30,1,13
2203,1,2,24,1,,,6,0,30,70,30,1,8
2204,1,2,27,1,0,0,,0,0,70,15,3,
2205,1,2,64,1,,,2,0,0,85,30,1,23
2206,1,2,55,1,7,3,,1,70,60,85,3,24
2207,2,2,23,1,0,0,,0,30,70,50,1,
2208,1,2,32,1,,,5,0,60,40,50,3,19
2209,1,2,28,0,7,5,,0,60,70,60,3,19
2210,1,2,47,1,7,2,,0,0,70,15,1,
2211,1,2,52,1,7,0,,0,30,0,85,3,
2212,1,1,28,0,,,7,0,15,70,40,3,
2213,1,2,27,1,2,2,,0,0,70,40,3,18
2214,1,2,26,1,5,0,,0,60,50,80,3,
2215,1,2,30,1,0,2,,1,60,15,85,2,10
2216,4,2,63,1,7,0,,0,0,50,50,1,7
2217,1,2,75,1,7,7,,1,60,30,60,3,18
2218,4,1,39,1,,,7,0,50,70,70,3,
2219,1,2,40,1,2,0,,1,70,70,60,3,18
2220,1,2,70,0,,,0,1,60,15,70,2,20
2221,1,2,64,0,7,0,,0,0,85,30,1,17
2222,1,2,61,1,,3,,0,15,70,70,5,
2223,1,2,60,0,7,5,,0,50,70,70,3,
2224,1,2,56,1,,,0,1,60,40,70,2,18
2225,1,2,50,0,,,0,,85,0,70,2,25
2226,1,2,42,1,,,7,0,0,85,0,1,22
2227,1,2,50,1,3,0,,,50,0,60,3,6
2228,4,1,38,0,1,3,,,50,50,50,5,21
2229,1,2,41,1,,,0,1,100,30,85,3,20
2230,1,2,59,1,,,0,0,15,30,0,1,
2231,1,2,77,1,7,7,,1,60,0,70,2,
2232,1,2,73,1,0,5,,0,15,30,30,2,
2233,1,2,54,1,0,1,,0,0,50,25,3,19
2234,1,2,48,,0,0,,,60,50,60,2,14
2235,1,1,67,1,,,0,0,0,100,40,1,15
2236,1,2,37,1,3,2,,,50,50,50,5,
2237,1,1,67,1,,,0,1,70,60,85,5,3
2238,1,1,22,0,,,1,1,40,70,30,1,14
2239,1,1,72,0,2,0,,0,50,70,0,3,
2240,4,1,44,1,7,7,,0,0,100,0,1,13
2241,4,1,23,1,,,2,0,15,85,50,1,12
2242,1,2,69,1,7,0,,0,60,30,85,3,20
2243,1,2,51,0,5,0,,1,50,60,60,3,20
2244,1,2,61,1,7,0,,1,85,0,85,2,25
2245,1,2,58,1,,,0,0,0,100,1,1,
2246,1,2,47,1,4,1,,0,40,60,40,3,18
2247,,1,30,0,7,2,,0,50,100,60,3,17
2248,1,2,42,1,3,0,,0,0,30,70,2,19
2249,1,2,74,0,,,2,,70,30,50,1,
2250,2,2,41,1,7,2,,0,30,70,40,1,18
2251,2,2,60,0,4,4,,0,50,60,40,1,7
2252,1,1,46,0,,,0,1,70,85,50,5,
2253,1,2,89,1,,,0,0,30,40,70,2,
2254,1,2,57,1,,,3,0,30,60,40,3,
2255,1,2,22,0,,,0,0,60,60,60,3,8
2256,1,2,67,1,,,0,1,100,50,85,2,9
2257,2,2,39,1,0,1,,0,0,70,0,1,25
2258,1,2,64,0,,,0,1,40,60,30,1,7
2259,1,2,86,0,,,0,,,,,1,
2260,1,2,49,1,,,7,0,30,15,60,2,25
2261,1,2,43,1,,,0,0,60,70,70,2,19
2262,1,2,39,1,0,0,,1,85,60,85,2,
2263,2,2,79,0,7,7,,0,0,85,0,1,
2264,2,2,25,1,7,4,,0,0,100,60,1,9
2265,1,2,61,1,7,7,,0,15,100,15,1,13
2266,1,2,50,0,,,0,0,0,0,50,2,
2267,1,2,35,1,,,1,1,85,0,85,3,
2268,1,2,26,0,,,2,,30,85,70,3,12
2269,2,2,36,1,7,6,,0,50,85,30,3,
2270,2,2,31,0,,,3,0,60,85,50,1,7
2271,1,2,59,1,0,3,,0,0,70,15,4,
2272,1,2,27,1,7,0,,1,85,60,70,3,
2273,1,2,63,1,,,7,0,0,0,0,3,25
2274,1,2,39,1,,,6,0,40,40,70,1,18
2275,1,2,53,1,,,0,0,0,40,30,1,
2276,1,2,39,1,,,1,1,70,15,60,2,
2277,4,2,24,1,,,2,0,15,70,30,3,1
2278,2,2,32,1,1,0,,0,0,70,40,1,4
2279,2,2,48,1,5,7,,0,0,100,50,1,12
2280,4,2,34,0,,,5,0,30,85,30,1,
2281,2,2,43,1,,,5,0,15,100,30,1,19
2282,2,2,53,1,,,5,0,0,100,30,1,22
2283,1,2,45,1,,,2,0,40,60,60,2,25
2284,1,2,44,0,7,0,,0,15,50,15,3,
2285,2,2,21,0,,,0,1,60,100,60,3,18
2286,2,2,18,0,0,0,,0,40,85,50,2,6
2287,2,2,65,1,,,0,0,30,100,30,1,
2288,2,2,30,0,7,0,,0,0,85,15,3,5
2289,2,2,54,1,7,2,,0,0,100,0,3,
2290,1,2,32,1,,,2,0,15,70,15,1,
2291,1,2,52,1,0,4,,0,15,85,30,1,18
2292,2,2,62,1,7,0,,0,40,70,40,1,
2293,1,2,23,1,7,2,,0,40,55,85,3,
2294,1,2,59,0,,,0,0,40,60,50,3,
2295,1,2,78,1,,,0,0,0,70,40,3,
2296,1,2,55,0,,,0,0,0,0,0,1,
2297,1,2,49,1,7,0,,0,30,70,60,1,20
2298,1,2,30,0,0,0,,0,0,70,60,3,14
2299,4,2,23,0,,,7,0,0,85,50,3,
2300,4,2,37,1,0,0,,0,15,85,85,1,
2301,2,2,25,0,,,2,0,15,85,40,1,15
2302,1,2,23,1,1,0,,0,15,85,15,2,
2303,1,2,70,1,,,0,0,0,100,40,1,
2304,1,2,44,1,,,0,1,70,30,70,2,17
2305,1,2,74,1,,,7,0,30,70,70,3,19
2306,1,2,80,1,,,0,0,30,70,30,1,1
2307,1,2,42,1,,,3,0,60,50,50,3,8
2308,1,2,32,0,,,0,0,0,100,0,3,16
2309,1,2,19,0,3,2,,1,40,70,50,3,3
2310,1,2,31,1,,,0,0,15,60,50,1,15
2311,1,2,49,1,5,6,,0,0,100,0,1,18
2312,1,2,68,1,7,1,,0,50,50,50,2,12
2313,1,2,88,1,,,0,0,30,85,50,1,
2314,1,2,66,1,5,0,,1,100,50,85,3,
2315,1,2,18,0,,,1,0,40,50,60,3,3
2316,1,2,69,1,,,0,,60,40,60,3,19
2317,1,2,55,1,,,1,0,15,70,30,1,21
2318,1,2,67,1,7,0,,0,30,100,30,3,12
2319,1,2,33,1,,,0,0,40,70,50,3,
2320,1,2,28,1,,,4,0,30,60,50,3,12
2321,1,2,39,1,,,4,0,0,85,60,1,17
2322,1,2,64,1,4,0,,0,30,,50,2,25
2323,1,2,34,0,,,0,1,30,40,,1,
